WaterLevel,Date
338.857,5/9/2017
338.875,5/10/2017
338.893,5/11/2017
338.904,5/12/2017
338.927,5/13/2017
338.959,5/14/2017
338.99,5/15/2017
338.996,5/16/2017
338.995,5/17/2017
338.997,5/18/2017
339.022,5/19/2017
339.065,5/20/2017
339.071,5/21/2017
339.074,5/22/2017
339.09,5/23/2017
339.117,5/24/2017
339.118,5/25/2017
339.129,5/26/2017
339.144,5/27/2017
339.178,5/28/2017
339.166,5/29/2017
339.159,5/30/2017
339.156,5/31/2017
339.14,6/1/2017
339.151,6/2/2017
339.172,6/3/2017
339.198,6/4/2017
339.221,6/5/2017
339.243,6/6/2017
339.259,6/7/2017
339.257,6/8/2017
339.255,6/9/2017
339.251,6/10/2017
339.267,6/11/2017
339.289,6/12/2017
339.28,6/13/2017
339.279,6/14/2017
339.295,6/15/2017
339.315,6/16/2017
339.333,6/17/2017
339.329,6/18/2017
339.32,6/19/2017
339.337,6/20/2017
339.349,6/21/2017
339.355,6/22/2017
339.392,6/23/2017
339.392,6/24/2017
339.309,6/25/2017
339.18,6/26/2017
339.071,6/27/2017
339.044,6/28/2017
339.062,6/29/2017
339.063,6/30/2017
339.074,7/1/2017
339.114,7/2/2017
339.173,7/3/2017
339.22,7/4/2017
339.246,7/5/2017
339.268,7/6/2017
339.308,7/7/2017
339.311,7/8/2017
339.311,7/9/2017
339.307,7/10/2017
339.307,7/11/2017
339.318,7/12/2017
339.355,7/13/2017
339.398,7/14/2017
339.416,7/15/2017
339.422,7/16/2017
339.443,7/17/2017
339.479,7/18/2017
339.505,7/19/2017
339.494,7/20/2017
339.484,7/21/2017
339.483,7/22/2017
339.501,7/23/2017
339.502,7/24/2017
339.5,7/25/2017
339.514,7/26/2017
339.51,7/27/2017
339.53,7/28/2017
339.515,7/29/2017
339.453,7/30/2017
339.345,7/31/2017
339.196,8/1/2017
339.083,8/2/2017
339.029,8/3/2017
339.021,8/4/2017
339.025,8/5/2017
339.058,8/6/2017
339.103,8/7/2017
339.11,8/8/2017
339.135,8/9/2017
339.186,8/10/2017
339.23,8/11/2017
339.242,8/12/2017
339.264,8/13/2017
339.298,8/14/2017
339.319,8/15/2017
339.279,8/16/2017
339.15,8/17/2017
339.01,8/18/2017
338.877,8/19/2017
338.824,8/20/2017
338.853,8/21/2017
338.894,8/22/2017
338.931,8/23/2017
338.982,8/24/2017
339,8/25/2017
339.035,8/26/2017
339.095,8/27/2017
339.122,8/28/2017
339.137,8/29/2017
339.122,8/30/2017
339.014,8/31/2017
338.874,9/1/2017
338.72,9/2/2017
338.604,9/3/2017
338.511,9/4/2017
338.466,9/5/2017
338.461,9/6/2017
338.48,9/7/2017
338.513,9/8/2017
338.53,9/9/2017
338.545,9/10/2017
338.551,9/11/2017
338.528,9/12/2017
338.47,9/13/2017
338.328,9/14/2017
338.2,9/15/2017
338.123,9/16/2017
338.045,9/17/2017
337.997,9/18/2017
337.975,9/19/2017
337.935,9/20/2017
337.951,9/21/2017
338.016,9/22/2017
338.112,9/23/2017
338.208,9/24/2017
338.258,9/25/2017
338.296,9/26/2017
338.333,9/27/2017
338.261,9/28/2017
338.113,9/29/2017
337.951,9/30/2017
337.777,10/1/2017
337.618,10/2/2017
337.489,10/3/2017
337.388,10/4/2017
337.345,10/5/2017
337.362,10/6/2017
337.376,10/7/2017
337.426,10/8/2017
337.499,10/9/2017
337.538,10/10/2017
337.579,10/11/2017
337.613,10/12/2017
337.636,10/13/2017
337.649,10/14/2017
337.649,10/15/2017
337.646,10/16/2017
337.648,10/17/2017
337.64,10/18/2017
337.613,10/19/2017
337.546,10/20/2017
337.503,10/21/2017
337.53,10/22/2017
337.559,10/23/2017
337.598,10/24/2017
337.68,10/25/2017
337.788,10/26/2017
337.827,10/27/2017
337.871,10/28/2017
337.933,10/29/2017
337.995,10/30/2017
338.003,10/31/2017
338.019,11/1/2017
337.959,11/2/2017
337.86,11/3/2017
337.738,11/4/2017
337.635,11/5/2017
337.628,11/6/2017
337.597,11/7/2017
337.572,11/8/2017
337.597,11/9/2017
337.645,11/10/2017
337.706,11/11/2017
337.773,11/12/2017
337.835,11/13/2017
337.895,11/14/2017
337.956,11/15/2017
338.013,11/16/2017
338.053,11/17/2017
338.082,11/18/2017
338.112,11/19/2017
338.145,11/20/2017
338.19,11/21/2017
338.224,11/22/2017
338.27,11/23/2017
338.303,11/24/2017
338.33,11/25/2017
338.359,11/26/2017
338.387,11/27/2017
338.403,11/28/2017
338.425,11/29/2017
338.457,11/30/2017
338.489,12/1/2017
338.544,12/2/2017
338.546,12/3/2017
338.56,12/4/2017
338.587,12/5/2017
338.613,12/6/2017
338.639,12/7/2017
338.649,12/8/2017
338.63,12/9/2017
338.632,12/10/2017
338.655,12/11/2017
338.653,12/12/2017
338.566,12/13/2017
338.46,12/14/2017
338.357,12/15/2017
338.251,12/16/2017
338.107,12/17/2017
337.978,12/18/2017
337.837,12/19/2017
337.707,12/20/2017
337.596,12/21/2017
337.557,12/22/2017
337.568,12/23/2017
337.597,12/24/2017
337.613,12/25/2017
337.626,12/26/2017
337.652,12/27/2017
337.639,12/28/2017
337.577,12/29/2017
337.497,12/30/2017
337.421,12/31/2017
337.408,1/1/2018
337.418,1/2/2018
337.413,1/3/2018
337.407,1/4/2018
337.429,1/5/2018
337.451,1/6/2018
337.476,1/7/2018
337.496,1/8/2018
337.468,1/9/2018
337.357,1/10/2018
337.225,1/11/2018
337.149,1/12/2018
337.142,1/13/2018
337.127,1/14/2018
337.118,1/15/2018
337.132,1/16/2018
337.158,1/17/2018
337.19,1/18/2018
337.23,1/19/2018
337.214,1/20/2018
337.124,1/21/2018
337.001,1/22/2018
336.86,1/23/2018
336.73,1/24/2018
336.597,1/25/2018
336.47,1/26/2018
336.355,1/27/2018
336.249,1/28/2018
336.158,1/29/2018
336.089,1/30/2018
336.002,1/31/2018
335.885,2/1/2018
335.788,2/2/2018
335.692,2/3/2018
335.602,2/4/2018
335.536,2/5/2018
335.476,2/6/2018
335.408,2/7/2018
335.353,2/8/2018
335.326,2/9/2018
335.327,2/10/2018
335.289,2/11/2018
335.222,2/12/2018
335.153,2/13/2018
335.088,2/14/2018
335.03,2/15/2018
335.007,2/16/2018
334.952,2/17/2018
334.9,2/18/2018
334.849,2/19/2018
334.771,2/20/2018
334.708,2/21/2018
334.663,2/22/2018
334.619,2/23/2018
334.588,2/24/2018
334.566,2/25/2018
334.509,2/26/2018
334.442,2/27/2018
334.413,2/28/2018
334.391,3/1/2018
334.348,3/2/2018
334.322,3/3/2018
334.28,3/4/2018
334.253,3/5/2018
334.23,3/6/2018
334.289,3/7/2018
334.41,3/8/2018
334.546,3/9/2018
334.69,3/10/2018
334.844,3/11/2018
335.001,3/12/2018
335.126,3/13/2018
335.246,3/14/2018
335.368,3/15/2018
335.465,3/16/2018
335.551,3/17/2018
335.641,3/18/2018
335.719,3/19/2018
335.781,3/20/2018
335.83,3/21/2018
335.895,3/22/2018
335.966,3/23/2018
336.04,3/24/2018
336.126,3/25/2018
336.194,3/26/2018
336.224,3/27/2018
336.265,3/28/2018
336.318,3/29/2018
336.365,3/30/2018
336.398,3/31/2018
336.44,4/1/2018
336.483,4/2/2018
336.514,4/3/2018
336.55,4/4/2018
336.595,4/5/2018
336.628,4/6/2018
336.65,4/7/2018
336.682,4/8/2018
336.718,4/9/2018
336.743,4/10/2018
336.768,4/11/2018
336.806,4/12/2018
336.855,4/13/2018
336.916,4/14/2018
336.937,4/15/2018
336.942,4/16/2018
336.949,4/17/2018
336.962,4/18/2018
336.995,4/19/2018
337.023,4/20/2018
337.042,4/21/2018
337.066,4/22/2018
337.097,4/23/2018
337.127,4/24/2018
337.165,4/25/2018
337.186,4/26/2018
337.18,4/27/2018
337.191,4/28/2018
337.208,4/29/2018
337.222,4/30/2018
337.241,5/1/2018
337.277,5/2/2018
337.309,5/3/2018
337.335,5/4/2018
337.312,5/5/2018
337.322,5/6/2018
337.357,5/7/2018
337.386,5/8/2018
337.415,5/9/2018
337.465,5/10/2018
337.478,5/11/2018
337.495,5/12/2018
337.485,5/13/2018
337.485,5/14/2018
337.506,5/15/2018
337.511,5/16/2018
337.526,5/17/2018
337.553,5/18/2018
337.569,5/19/2018
337.582,5/20/2018
337.59,5/21/2018
337.606,5/22/2018
337.613,5/23/2018
337.629,5/24/2018
337.626,5/25/2018
337.624,5/26/2018
337.636,5/27/2018
337.652,5/28/2018
337.671,5/29/2018
337.673,5/30/2018
337.663,5/31/2018
337.663,6/1/2018
337.678,6/2/2018
337.686,6/3/2018
337.687,6/4/2018
337.667,6/5/2018
337.654,6/6/2018
337.656,6/7/2018
337.678,6/8/2018
337.705,6/9/2018
337.72,6/10/2018
337.745,6/11/2018
337.797,6/12/2018
337.817,6/13/2018
337.812,6/14/2018
337.816,6/15/2018
337.833,6/16/2018
337.85,6/17/2018
337.858,6/18/2018
337.854,6/19/2018
337.849,6/20/2018
337.856,6/21/2018
337.866,6/22/2018
337.864,6/23/2018
337.798,6/24/2018
337.696,6/25/2018
337.587,6/26/2018
337.48,6/27/2018
337.367,6/28/2018
337.226,6/29/2018
337.062,6/30/2018
336.892,7/1/2018
336.745,7/2/2018
336.637,7/3/2018
336.59,7/4/2018
336.582,7/5/2018
336.599,7/6/2018
336.595,7/7/2018
336.575,7/8/2018
336.576,7/9/2018
336.581,7/10/2018
336.609,7/11/2018
336.643,7/12/2018
336.666,7/13/2018
336.684,7/14/2018
336.712,7/15/2018
336.735,7/16/2018
336.735,7/17/2018
336.744,7/18/2018
336.766,7/19/2018
336.8,7/20/2018
336.784,7/21/2018
336.819,7/22/2018
336.875,7/23/2018
336.93,7/24/2018
336.965,7/25/2018
336.972,7/26/2018
336.921,7/27/2018
336.82,7/28/2018
336.717,7/29/2018
336.557,7/30/2018
336.426,7/31/2018
336.35,8/1/2018
336.339,8/2/2018
336.401,8/3/2018
336.456,8/4/2018
336.531,8/5/2018
336.632,8/6/2018
336.676,8/7/2018
336.721,8/8/2018
336.757,8/9/2018
336.816,8/10/2018
336.901,8/11/2018
336.923,8/12/2018
336.943,8/13/2018
336.986,8/14/2018
337.05,8/15/2018
337.111,8/16/2018
337.137,8/17/2018
337.173,8/18/2018
337.191,8/19/2018
337.201,8/20/2018
337.212,8/21/2018
337.144,8/22/2018
337.017,8/23/2018
336.875,8/24/2018
336.739,8/25/2018
336.628,8/26/2018
336.489,8/27/2018
336.374,8/28/2018
336.276,8/29/2018
336.188,8/30/2018
336.146,8/31/2018
336.053,9/1/2018
335.993,9/2/2018
335.991,9/3/2018
336.039,9/4/2018
336.122,9/5/2018
336.228,9/6/2018
336.332,9/7/2018
336.411,9/8/2018
336.454,9/9/2018
336.509,9/10/2018
336.589,9/11/2018
336.671,9/12/2018
336.729,9/13/2018
336.785,9/14/2018
336.866,9/15/2018
336.877,9/16/2018
336.891,9/17/2018
336.907,9/18/2018
336.862,9/19/2018
336.722,9/20/2018
336.557,9/21/2018
336.425,9/22/2018
336.314,9/23/2018
336.193,9/24/2018
336.084,9/25/2018
335.988,9/26/2018
335.877,9/27/2018
335.768,9/28/2018
335.639,9/29/2018
335.494,9/30/2018
335.384,10/1/2018
335.294,10/2/2018
335.242,10/3/2018
335.187,10/4/2018
335.098,10/5/2018
335.063,10/6/2018
335.099,10/7/2018
335.171,10/8/2018
335.217,10/9/2018
335.177,10/10/2018
335.077,10/11/2018
334.972,10/12/2018
334.885,10/13/2018
334.798,10/14/2018
334.727,10/15/2018
334.666,10/16/2018
334.609,10/17/2018
334.558,10/18/2018
334.573,10/19/2018
334.655,10/20/2018
334.755,10/21/2018
334.86,10/22/2018
334.976,10/23/2018
335.081,10/24/2018
335.182,10/25/2018
335.283,10/26/2018
335.38,10/27/2018
335.447,10/28/2018
335.506,10/29/2018
335.555,10/30/2018
335.607,10/31/2018
335.623,11/1/2018
335.585,11/2/2018
335.532,11/3/2018
335.475,11/4/2018
335.449,11/5/2018
335.497,11/6/2018
335.559,11/7/2018
335.592,11/8/2018
335.644,11/9/2018
335.719,11/10/2018
335.77,11/11/2018
335.824,11/12/2018
335.89,11/13/2018
335.941,11/14/2018
335.964,11/15/2018
335.92,11/16/2018
335.834,11/17/2018
335.718,11/18/2018
335.636,11/19/2018
335.611,11/20/2018
335.655,11/21/2018
335.718,11/22/2018
335.768,11/23/2018
335.836,11/24/2018
335.919,11/25/2018
335.976,11/26/2018
336.036,11/27/2018
336.118,11/28/2018
336.124,11/29/2018
336.154,11/30/2018
336.195,12/1/2018
336.259,12/2/2018
336.267,12/3/2018
336.285,12/4/2018
336.25,12/5/2018
336.165,12/6/2018
336.062,12/7/2018
335.956,12/8/2018
335.862,12/9/2018
335.791,12/10/2018
335.774,12/11/2018
335.838,12/12/2018
335.939,12/13/2018
336.015,12/14/2018
336.064,12/15/2018
336.116,12/16/2018
336.165,12/17/2018
336.21,12/18/2018
336.219,12/19/2018
336.199,12/20/2018
336.172,12/21/2018
336.128,12/22/2018
336.094,12/23/2018
336.115,12/24/2018
336.156,12/25/2018
336.203,12/26/2018
336.246,12/27/2018
336.241,12/28/2018
336.168,12/29/2018
336.062,12/30/2018
335.947,12/31/2018
335.816,1/1/2019
335.683,1/2/2019
335.543,1/3/2019
335.407,1/4/2019
335.284,1/5/2019
335.162,1/6/2019
335.055,1/7/2019
334.985,1/8/2019
334.915,1/9/2019
334.825,1/10/2019
334.739,1/11/2019
334.683,1/12/2019
334.693,1/13/2019
334.751,1/14/2019
334.798,1/15/2019
334.868,1/16/2019
334.929,1/17/2019
334.907,1/18/2019
334.836,1/19/2019
334.752,1/20/2019
334.663,1/21/2019
334.582,1/22/2019
334.498,1/23/2019
334.434,1/24/2019
334.456,1/25/2019
334.519,1/26/2019
334.577,1/27/2019
334.617,1/28/2019
334.66,1/29/2019
334.702,1/30/2019
334.739,1/31/2019
334.748,2/1/2019
334.782,2/2/2019
334.824,2/3/2019
334.868,2/4/2019
334.905,2/5/2019
334.927,2/6/2019
334.951,2/7/2019
334.985,2/8/2019
335.011,2/9/2019
334.991,2/10/2019
334.99,2/11/2019
334.994,2/12/2019
334.97,2/13/2019
334.9,2/14/2019
334.859,2/15/2019
334.854,2/16/2019
334.867,2/17/2019
334.878,2/18/2019
334.886,2/19/2019
334.878,2/20/2019
334.854,2/21/2019
334.836,2/22/2019
334.833,2/23/2019
334.833,2/24/2019
334.857,2/25/2019
334.899,2/26/2019
334.919,2/27/2019
334.913,2/28/2019
334.909,3/1/2019
334.902,3/2/2019
334.896,3/3/2019
334.893,3/4/2019
334.904,3/5/2019
334.917,3/6/2019
334.883,3/7/2019
334.883,3/8/2019
334.903,3/9/2019
334.947,3/10/2019
334.996,3/11/2019
335.03,3/12/2019
335.043,3/13/2019
335.082,3/14/2019
335.11,3/15/2019
335.124,3/16/2019
335.163,3/17/2019
335.208,3/18/2019
335.246,3/19/2019
335.271,3/20/2019
335.293,3/21/2019
335.321,3/22/2019
335.37,3/23/2019
335.402,3/24/2019
335.423,3/25/2019
335.433,3/26/2019
335.437,3/27/2019
335.47,3/28/2019
